,attA,attB,defA,defB,midA,midB,ratA,ratB,tierA,tierB,winA
745,80.0,84.0,75.17,78.83,75.75,82.5,75.91,81.55,3.0,2.0,-1.0
746,80.0,84.5,75.17,79.0,75.75,85.33,75.91,82.82,3.0,2.0,-1.0
747,80.0,87.25,75.17,81.17,75.75,84.0,75.91,84.18,3.0,1.0,-1.0
748,80.0,78.0,75.17,72.33,75.75,76.0,75.91,74.45,3.0,3.0,0.0
749,80.0,77.33,75.17,77.5,75.75,78.5,75.91,77.82,3.0,2.0,-1.0
750,80.0,79.75,75.17,71.67,75.75,79.0,75.91,76.55,3.0,3.0,0.0
751,80.0,80.5,75.17,77.67,75.75,81.0,75.91,79.55,3.0,2.0,-1.0
752,80.0,82.0,75.17,78.83,75.75,79.0,75.91,80.36,3.0,2.0,1.0
753,80.0,79.33,75.17,76.5,75.75,77.0,75.91,77.45,3.0,2.0,1.0
754,80.0,90.33,75.17,86.33,75.75,91.0,75.91,88.64,3.0,1.0,-1.0
755,80.0,86.0,75.17,83.0,75.75,87.5,75.91,85.55,3.0,1.0,-1.0
756,80.0,85.5,75.17,81.67,75.75,87.67,75.91,84.55,3.0,1.0,-1.0
757,80.0,90.0,75.17,85.5,75.75,89.0,75.91,87.64,3.0,1.0,-1.0
758,80.0,92.33,75.17,89.0,75.75,91.5,75.91,90.73,3.0,1.0,-1.0
759,80.0,88.0,75.17,88.5,75.75,89.67,75.91,88.82,3.0,1.0,-1.0
760,80.0,75.5,75.17,74.67,75.75,77.67,75.91,75.82,3.0,3.0,0.0
761,80.0,88.5,75.17,81.67,75.75,85.0,75.91,84.64,3.0,1.0,-1.0
762,80.0,90.0,75.17,85.33,75.75,89.5,75.91,87.73,3.0,1.0,-1.0
763,80.0,82.0,75.17,80.5,75.75,83.33,75.91,81.82,3.0,2.0,0.0
764,80.0,85.5,75.17,82.0,75.75,84.0,75.91,83.45,3.0,2.0,-1.0
765,80.0,90.5,75.17,88.5,75.75,90.0,75.91,89.45,3.0,1.0,-1.0
766,80.0,84.0,75.17,80.83,75.75,85.0,75.91,82.64,3.0,2.0,0.0
767,80.0,85.67,75.17,83.33,75.75,85.5,75.91,84.45,3.0,1.0,-1.0
768,80.0,85.0,75.17,80.33,75.75,83.75,75.91,82.45,3.0,2.0,-1.0
769,80.0,72.0,75.17,68.17,75.75,71.67,75.91,70.91,3.0,3.0,1.0
770,80.0,91.25,75.17,85.67,75.75,90.0,75.91,89.0,3.0,1.0,-1.0
771,80.0,91.67,75.17,87.5,75.75,88.5,75.91,89.09,3.0,1.0,-1.0
772,80.0,83.5,75.17,82.67,75.75,89.0,75.91,83.64,3.0,2.0,-1.0
773,80.0,77.5,75.17,74.83,75.75,78.33,75.91,76.91,3.0,3.0,-1.0
774,80.0,89.5,75.17,84.5,75.75,84.33,75.91,85.45,3.0,1.0,-1.0
775,85.0,82.33,80.33,74.17,83.75,83.0,82.45,79.0,2.0,2.0,1.0
776,85.0,84.0,80.33,78.83,83.75,82.5,82.45,81.55,2.0,2.0,0.0
777,85.0,84.5,80.33,79.0,83.75,85.33,82.45,82.82,2.0,2.0,0.0
778,85.0,87.25,80.33,81.17,83.75,84.0,82.45,84.18,2.0,1.0,-1.0
779,85.0,78.0,80.33,72.33,83.75,76.0,82.45,74.45,2.0,3.0,1.0
780,85.0,77.33,80.33,77.5,83.75,78.5,82.45,77.82,2.0,2.0,0.0
781,85.0,79.75,80.33,71.67,83.75,79.0,82.45,76.55,2.0,3.0,1.0
782,85.0,80.5,80.33,77.67,83.75,81.0,82.45,79.55,2.0,2.0,0.0
783,85.0,82.0,80.33,78.83,83.75,79.0,82.45,80.36,2.0,2.0,1.0
784,85.0,79.33,80.33,76.5,83.75,77.0,82.45,77.45,2.0,2.0,1.0
785,85.0,90.33,80.33,86.33,83.75,91.0,82.45,88.64,2.0,1.0,-1.0
786,85.0,86.0,80.33,83.0,83.75,87.5,82.45,85.55,2.0,1.0,-1.0
787,85.0,85.5,80.33,81.67,83.75,87.67,82.45,84.55,2.0,1.0,-1.0
788,85.0,90.0,80.33,85.5,83.75,89.0,82.45,87.64,2.0,1.0,-1.0
789,85.0,92.33,80.33,89.0,83.75,91.5,82.45,90.73,2.0,1.0,-1.0
790,85.0,88.0,80.33,88.5,83.75,89.67,82.45,88.82,2.0,1.0,-1.0
791,85.0,75.5,80.33,74.67,83.75,77.67,82.45,75.82,2.0,3.0,1.0
792,85.0,88.5,80.33,81.67,83.75,85.0,82.45,84.64,2.0,1.0,1.0
793,85.0,90.0,80.33,85.33,83.75,89.5,82.45,87.73,2.0,1.0,-1.0
794,85.0,82.0,80.33,80.5,83.75,83.33,82.45,81.82,2.0,2.0,0.0
795,85.0,85.5,80.33,82.0,83.75,84.0,82.45,83.45,2.0,2.0,0.0
796,85.0,90.5,80.33,88.5,83.75,90.0,82.45,89.45,2.0,1.0,-1.0
797,85.0,84.0,80.33,80.83,83.75,85.0,82.45,82.64,2.0,2.0,0.0
798,85.0,85.67,80.33,83.33,83.75,85.5,82.45,84.45,2.0,1.0,-1.0
799,85.0,80.0,80.33,75.17,83.75,75.75,82.45,75.91,2.0,3.0,1.0
800,85.0,72.0,80.33,68.17,83.75,71.67,82.45,70.91,2.0,3.0,1.0
801,85.0,91.25,80.33,85.67,83.75,90.0,82.45,89.0,2.0,1.0,-1.0
802,85.0,91.67,80.33,87.5,83.75,88.5,82.45,89.09,2.0,1.0,-1.0
803,85.0,83.5,80.33,82.67,83.75,89.0,82.45,83.64,2.0,2.0,-1.0
804,85.0,77.5,80.33,74.83,83.75,78.33,82.45,76.91,2.0,3.0,1.0
805,85.0,89.5,80.33,84.5,83.75,84.33,82.45,85.45,2.0,1.0,1.0
806,72.0,82.33,68.17,74.17,71.67,83.0,70.91,79.0,3.0,2.0,-1.0
807,72.0,84.0,68.17,78.83,71.67,82.5,70.91,81.55,3.0,2.0,-1.0
808,72.0,84.5,68.17,79.0,71.67,85.33,70.91,82.82,3.0,2.0,-1.0
809,72.0,87.25,68.17,81.17,71.67,84.0,70.91,84.18,3.0,1.0,-1.0
810,72.0,78.0,68.17,72.33,71.67,76.0,70.91,74.45,3.0,3.0,0.0
811,72.0,77.33,68.17,77.5,71.67,78.5,70.91,77.82,3.0,2.0,-1.0
812,72.0,79.75,68.17,71.67,71.67,79.0,70.91,76.55,3.0,3.0,0.0
813,72.0,80.5,68.17,77.67,71.67,81.0,70.91,79.55,3.0,2.0,-1.0
814,72.0,82.0,68.17,78.83,71.67,79.0,70.91,80.36,3.0,2.0,-1.0
815,72.0,79.33,68.17,76.5,71.67,77.0,70.91,77.45,3.0,2.0,-1.0
816,72.0,90.33,68.17,86.33,71.67,91.0,70.91,88.64,3.0,1.0,-1.0
817,72.0,86.0,68.17,83.0,71.67,87.5,70.91,85.55,3.0,1.0,-1.0
818,72.0,85.5,68.17,81.67,71.67,87.67,70.91,84.55,3.0,1.0,-1.0
819,72.0,90.0,68.17,85.5,71.67,89.0,70.91,87.64,3.0,1.0,-1.0
820,72.0,92.33,68.17,89.0,71.67,91.5,70.91,90.73,3.0,1.0,-1.0
821,72.0,88.0,68.17,88.5,71.67,89.67,70.91,88.82,3.0,1.0,-1.0
822,72.0,75.5,68.17,74.67,71.67,77.67,70.91,75.82,3.0,3.0,0.0
823,72.0,88.5,68.17,81.67,71.67,85.0,70.91,84.64,3.0,1.0,-1.0
824,72.0,90.0,68.17,85.33,71.67,89.5,70.91,87.73,3.0,1.0,-1.0
825,72.0,82.0,68.17,80.5,71.67,83.33,70.91,81.82,3.0,2.0,-1.0
826,72.0,85.5,68.17,82.0,71.67,84.0,70.91,83.45,3.0,2.0,-1.0
827,72.0,90.5,68.17,88.5,71.67,90.0,70.91,89.45,3.0,1.0,-1.0
828,72.0,84.0,68.17,80.83,71.67,85.0,70.91,82.64,3.0,2.0,-1.0
829,72.0,85.67,68.17,83.33,71.67,85.5,70.91,84.45,3.0,1.0,-1.0
830,72.0,80.0,68.17,75.17,71.67,75.75,70.91,75.91,3.0,3.0,-1.0
831,72.0,85.0,68.17,80.33,71.67,83.75,70.91,82.45,3.0,2.0,-1.0
832,72.0,91.25,68.17,85.67,71.67,90.0,70.91,89.0,3.0,1.0,-1.0
833,72.0,91.67,68.17,87.5,71.67,88.5,70.91,89.09,3.0,1.0,-1.0
834,72.0,83.5,68.17,82.67,71.67,89.0,70.91,83.64,3.0,2.0,-1.0
835,72.0,77.5,68.17,74.83,71.67,78.33,70.91,76.91,3.0,3.0,0.0
836,72.0,89.5,68.17,84.5,71.67,84.33,70.91,85.45,3.0,1.0,-1.0
837,91.25,82.33,85.67,74.17,90.0,83.0,89.0,79.0,1.0,2.0,1.0
838,91.25,84.0,85.67,78.83,90.0,82.5,89.0,81.55,1.0,2.0,1.0
839,91.25,84.5,85.67,79.0,90.0,85.33,89.0,82.82,1.0,2.0,1.0
840,91.25,87.25,85.67,81.17,90.0,84.0,89.0,84.18,1.0,1.0,0.0
841,91.25,78.0,85.67,72.33,90.0,76.0,89.0,74.45,1.0,3.0,1.0
842,91.25,77.33,85.67,77.5,90.0,78.5,89.0,77.82,1.0,2.0,1.0
843,91.25,79.75,85.67,71.67,90.0,79.0,89.0,76.55,1.0,3.0,1.0
844,91.25,80.5,85.67,77.67,90.0,81.0,89.0,79.55,1.0,2.0,1.0
845,91.25,82.0,85.67,78.83,90.0,79.0,89.0,80.36,1.0,2.0,1.0
846,91.25,79.33,85.67,76.5,90.0,77.0,89.0,77.45,1.0,2.0,1.0
847,91.25,90.33,85.67,86.33,90.0,91.0,89.0,88.64,1.0,1.0,0.0
848,91.25,86.0,85.67,83.0,90.0,87.5,89.0,85.55,1.0,1.0,1.0
849,91.25,85.5,85.67,81.67,90.0,87.67,89.0,84.55,1.0,1.0,-1.0
850,91.25,90.0,85.67,85.5,90.0,89.0,89.0,87.64,1.0,1.0,-1.0
851,91.25,92.33,85.67,89.0,90.0,91.5,89.0,90.73,1.0,1.0,0.0
852,91.25,88.0,85.67,88.5,90.0,89.67,89.0,88.82,1.0,1.0,1.0
853,91.25,75.5,85.67,74.67,90.0,77.67,89.0,75.82,1.0,3.0,1.0
854,91.25,88.5,85.67,81.67,90.0,85.0,89.0,84.64,1.0,1.0,1.0
855,91.25,90.0,85.67,85.33,90.0,89.5,89.0,87.73,1.0,1.0,0.0
856,91.25,82.0,85.67,80.5,90.0,83.33,89.0,81.82,1.0,2.0,1.0
857,91.25,85.5,85.67,82.0,90.0,84.0,89.0,83.45,1.0,2.0,1.0
858,91.25,90.5,85.67,88.5,90.0,90.0,89.0,89.45,1.0,1.0,1.0
859,91.25,84.0,85.67,80.83,90.0,85.0,89.0,82.64,1.0,2.0,1.0
860,91.25,85.67,85.67,83.33,90.0,85.5,89.0,84.45,1.0,1.0,1.0
861,91.25,80.0,85.67,75.17,90.0,75.75,89.0,75.91,1.0,3.0,1.0
862,91.25,85.0,85.67,80.33,90.0,83.75,89.0,82.45,1.0,2.0,1.0
863,91.25,72.0,85.67,68.17,90.0,71.67,89.0,70.91,1.0,3.0,1.0
864,91.25,91.67,85.67,87.5,90.0,88.5,89.0,89.09,1.0,1.0,-1.0
865,91.25,83.5,85.67,82.67,90.0,89.0,89.0,83.64,1.0,2.0,1.0
866,91.25,77.5,85.67,74.83,90.0,78.33,89.0,76.91,1.0,3.0,1.0
867,91.25,89.5,85.67,84.5,90.0,84.33,89.0,85.45,1.0,1.0,1.0
868,91.67,82.33,87.5,74.17,88.5,83.0,89.09,79.0,1.0,2.0,1.0
869,91.67,84.0,87.5,78.83,88.5,82.5,89.09,81.55,1.0,2.0,1.0
870,91.67,84.5,87.5,79.0,88.5,85.33,89.09,82.82,1.0,2.0,1.0
871,91.67,87.25,87.5,81.17,88.5,84.0,89.09,84.18,1.0,1.0,0.0
872,91.67,78.0,87.5,72.33,88.5,76.0,89.09,74.45,1.0,3.0,1.0
873,91.67,77.33,87.5,77.5,88.5,78.5,89.09,77.82,1.0,2.0,1.0
874,91.67,79.75,87.5,71.67,88.5,79.0,89.09,76.55,1.0,3.0,1.0
875,91.67,80.5,87.5,77.67,88.5,81.0,89.09,79.55,1.0,2.0,1.0
876,91.67,82.0,87.5,78.83,88.5,79.0,89.09,80.36,1.0,2.0,1.0
877,91.67,79.33,87.5,76.5,88.5,77.0,89.09,77.45,1.0,2.0,1.0
878,91.67,90.33,87.5,86.33,88.5,91.0,89.09,88.64,1.0,1.0,0.0
879,91.67,86.0,87.5,83.0,88.5,87.5,89.09,85.55,1.0,1.0,1.0
880,91.67,85.5,87.5,81.67,88.5,87.67,89.09,84.55,1.0,1.0,1.0
881,91.67,90.0,87.5,85.5,88.5,89.0,89.09,87.64,1.0,1.0,1.0
882,91.67,92.33,87.5,89.0,88.5,91.5,89.09,90.73,1.0,1.0,1.0
883,91.67,88.0,87.5,88.5,88.5,89.67,89.09,88.82,1.0,1.0,1.0
884,91.67,75.5,87.5,74.67,88.5,77.67,89.09,75.82,1.0,3.0,1.0
885,91.67,88.5,87.5,81.67,88.5,85.0,89.09,84.64,1.0,1.0,0.0
886,91.67,90.0,87.5,85.33,88.5,89.5,89.09,87.73,1.0,1.0,1.0
887,91.67,82.0,87.5,80.5,88.5,83.33,89.09,81.82,1.0,2.0,1.0
888,91.67,85.5,87.5,82.0,88.5,84.0,89.09,83.45,1.0,2.0,1.0
889,91.67,90.5,87.5,88.5,88.5,90.0,89.09,89.45,1.0,1.0,0.0
890,91.67,84.0,87.5,80.83,88.5,85.0,89.09,82.64,1.0,2.0,1.0
891,91.67,85.67,87.5,83.33,88.5,85.5,89.09,84.45,1.0,1.0,0.0
892,91.67,80.0,87.5,75.17,88.5,75.75,89.09,75.91,1.0,3.0,1.0
893,91.67,85.0,87.5,80.33,88.5,83.75,89.09,82.45,1.0,2.0,1.0
894,91.67,72.0,87.5,68.17,88.5,71.67,89.09,70.91,1.0,3.0,1.0
895,91.67,91.25,87.5,85.67,88.5,90.0,89.09,89.0,1.0,1.0,1.0
896,91.67,83.5,87.5,82.67,88.5,89.0,89.09,83.64,1.0,2.0,1.0
897,91.67,77.5,87.5,74.83,88.5,78.33,89.09,76.91,1.0,3.0,1.0
898,91.67,89.5,87.5,84.5,88.5,84.33,89.09,85.45,1.0,1.0,1.0
899,83.5,82.33,82.67,74.17,89.0,83.0,83.64,79.0,2.0,2.0,0.0
900,83.5,84.0,82.67,78.83,89.0,82.5,83.64,81.55,2.0,2.0,0.0
901,83.5,84.5,82.67,79.0,89.0,85.33,83.64,82.82,2.0,2.0,1.0
902,83.5,87.25,82.67,81.17,89.0,84.0,83.64,84.18,2.0,1.0,-1.0
903,83.5,78.0,82.67,72.33,89.0,76.0,83.64,74.45,2.0,3.0,1.0
904,83.5,77.33,82.67,77.5,89.0,78.5,83.64,77.82,2.0,2.0,1.0
905,83.5,79.75,82.67,71.67,89.0,79.0,83.64,76.55,2.0,3.0,1.0
906,83.5,80.5,82.67,77.67,89.0,81.0,83.64,79.55,2.0,2.0,0.0
907,83.5,82.0,82.67,78.83,89.0,79.0,83.64,80.36,2.0,2.0,-1.0
908,83.5,79.33,82.67,76.5,89.0,77.0,83.64,77.45,2.0,2.0,0.0
909,83.5,90.33,82.67,86.33,89.0,91.0,83.64,88.64,2.0,1.0,-1.0
910,83.5,86.0,82.67,83.0,89.0,87.5,83.64,85.55,2.0,1.0,-1.0
911,83.5,85.5,82.67,81.67,89.0,87.67,83.64,84.55,2.0,1.0,-1.0
912,83.5,90.0,82.67,85.5,89.0,89.0,83.64,87.64,2.0,1.0,-1.0
913,83.5,92.33,82.67,89.0,89.0,91.5,83.64,90.73,2.0,1.0,-1.0
914,83.5,88.0,82.67,88.5,89.0,89.67,83.64,88.82,2.0,1.0,-1.0
915,83.5,75.5,82.67,74.67,89.0,77.67,83.64,75.82,2.0,3.0,1.0
916,83.5,88.5,82.67,81.67,89.0,85.0,83.64,84.64,2.0,1.0,1.0
917,83.5,90.0,82.67,85.33,89.0,89.5,83.64,87.73,2.0,1.0,-1.0
918,83.5,82.0,82.67,80.5,89.0,83.33,83.64,81.82,2.0,2.0,0.0
919,83.5,85.5,82.67,82.0,89.0,84.0,83.64,83.45,2.0,2.0,0.0
920,83.5,90.5,82.67,88.5,89.0,90.0,83.64,89.45,2.0,1.0,-1.0
921,83.5,84.0,82.67,80.83,89.0,85.0,83.64,82.64,2.0,2.0,0.0
922,83.5,85.67,82.67,83.33,89.0,85.5,83.64,84.45,2.0,1.0,1.0
923,83.5,80.0,82.67,75.17,89.0,75.75,83.64,75.91,2.0,3.0,1.0
924,83.5,85.0,82.67,80.33,89.0,83.75,83.64,82.45,2.0,2.0,1.0
925,83.5,72.0,82.67,68.17,89.0,71.67,83.64,70.91,2.0,3.0,1.0
926,83.5,91.25,82.67,85.67,89.0,90.0,83.64,89.0,2.0,1.0,-1.0
927,83.5,91.67,82.67,87.5,89.0,88.5,83.64,89.09,2.0,1.0,-1.0
928,83.5,77.5,82.67,74.83,89.0,78.33,83.64,76.91,2.0,3.0,1.0
929,83.5,89.5,82.67,84.5,89.0,84.33,83.64,85.45,2.0,1.0,1.0
930,77.5,82.33,74.83,74.17,78.33,83.0,76.91,79.0,3.0,2.0,-1.0
931,77.5,84.0,74.83,78.83,78.33,82.5,76.91,81.55,3.0,2.0,-1.0
932,77.5,84.5,74.83,79.0,78.33,85.33,76.91,82.82,3.0,2.0,-1.0
933,77.5,87.25,74.83,81.17,78.33,84.0,76.91,84.18,3.0,1.0,-1.0
934,77.5,78.0,74.83,72.33,78.33,76.0,76.91,74.45,3.0,3.0,0.0
935,77.5,77.33,74.83,77.5,78.33,78.5,76.91,77.82,3.0,2.0,-1.0
936,77.5,79.75,74.83,71.67,78.33,79.0,76.91,76.55,3.0,3.0,0.0
937,77.5,80.5,74.83,77.67,78.33,81.0,76.91,79.55,3.0,2.0,0.0
938,77.5,82.0,74.83,78.83,78.33,79.0,76.91,80.36,3.0,2.0,-1.0
939,77.5,79.33,74.83,76.5,78.33,77.0,76.91,77.45,3.0,2.0,-1.0
940,77.5,90.33,74.83,86.33,78.33,91.0,76.91,88.64,3.0,1.0,-1.0
941,77.5,86.0,74.83,83.0,78.33,87.5,76.91,85.55,3.0,1.0,-1.0
942,77.5,85.5,74.83,81.67,78.33,87.67,76.91,84.55,3.0,1.0,-1.0
943,77.5,90.0,74.83,85.5,78.33,89.0,76.91,87.64,3.0,1.0,-1.0
944,77.5,92.33,74.83,89.0,78.33,91.5,76.91,90.73,3.0,1.0,-1.0
945,77.5,88.0,74.83,88.5,78.33,89.67,76.91,88.82,3.0,1.0,-1.0
946,77.5,75.5,74.83,74.67,78.33,77.67,76.91,75.82,3.0,3.0,0.0
947,77.5,88.5,74.83,81.67,78.33,85.0,76.91,84.64,3.0,1.0,-1.0
948,77.5,90.0,74.83,85.33,78.33,89.5,76.91,87.73,3.0,1.0,-1.0
949,77.5,82.0,74.83,80.5,78.33,83.33,76.91,81.82,3.0,2.0,-1.0
950,77.5,85.5,74.83,82.0,78.33,84.0,76.91,83.45,3.0,2.0,-1.0
951,77.5,90.5,74.83,88.5,78.33,90.0,76.91,89.45,3.0,1.0,-1.0
952,77.5,84.0,74.83,80.83,78.33,85.0,76.91,82.64,3.0,2.0,-1.0
953,77.5,85.67,74.83,83.33,78.33,85.5,76.91,84.45,3.0,1.0,-1.0
954,77.5,80.0,74.83,75.17,78.33,75.75,76.91,75.91,3.0,3.0,1.0
955,77.5,85.0,74.83,80.33,78.33,83.75,76.91,82.45,3.0,2.0,-1.0
956,77.5,72.0,74.83,68.17,78.33,71.67,76.91,70.91,3.0,3.0,0.0
957,77.5,91.25,74.83,85.67,78.33,90.0,76.91,89.0,3.0,1.0,-1.0
958,77.5,91.67,74.83,87.5,78.33,88.5,76.91,89.09,3.0,1.0,-1.0
959,77.5,83.5,74.83,82.67,78.33,89.0,76.91,83.64,3.0,2.0,-1.0
960,77.5,89.5,74.83,84.5,78.33,84.33,76.91,85.45,3.0,1.0,-1.0
961,89.5,82.33,84.5,74.17,84.33,83.0,85.45,79.0,1.0,2.0,1.0
962,89.5,84.0,84.5,78.83,84.33,82.5,85.45,81.55,1.0,2.0,1.0
963,89.5,84.5,84.5,79.0,84.33,85.33,85.45,82.82,1.0,2.0,1.0
964,89.5,87.25,84.5,81.17,84.33,84.0,85.45,84.18,1.0,1.0,0.0
965,89.5,78.0,84.5,72.33,84.33,76.0,85.45,74.45,1.0,3.0,1.0
966,89.5,77.33,84.5,77.5,84.33,78.5,85.45,77.82,1.0,2.0,1.0
967,89.5,79.75,84.5,71.67,84.33,79.0,85.45,76.55,1.0,3.0,1.0
968,89.5,80.5,84.5,77.67,84.33,81.0,85.45,79.55,1.0,2.0,1.0
969,89.5,82.0,84.5,78.83,84.33,79.0,85.45,80.36,1.0,2.0,1.0
970,89.5,79.33,84.5,76.5,84.33,77.0,85.45,77.45,1.0,2.0,1.0
971,89.5,90.33,84.5,86.33,84.33,91.0,85.45,88.64,1.0,1.0,0.0
972,89.5,86.0,84.5,83.0,84.33,87.5,85.45,85.55,1.0,1.0,0.0
973,89.5,85.5,84.5,81.67,84.33,87.67,85.45,84.55,1.0,1.0,0.0
974,89.5,90.0,84.5,85.5,84.33,89.0,85.45,87.64,1.0,1.0,1.0
975,89.5,92.33,84.5,89.0,84.33,91.5,85.45,90.73,1.0,1.0,1.0
976,89.5,88.0,84.5,88.5,84.33,89.67,85.45,88.82,1.0,1.0,-1.0
977,89.5,75.5,84.5,74.67,84.33,77.67,85.45,75.82,1.0,3.0,1.0
978,89.5,88.5,84.5,81.67,84.33,85.0,85.45,84.64,1.0,1.0,1.0
979,89.5,90.0,84.5,85.33,84.33,89.5,85.45,87.73,1.0,1.0,0.0
980,89.5,82.0,84.5,80.5,84.33,83.33,85.45,81.82,1.0,2.0,1.0
981,89.5,85.5,84.5,82.0,84.33,84.0,85.45,83.45,1.0,2.0,1.0
982,89.5,90.5,84.5,88.5,84.33,90.0,85.45,89.45,1.0,1.0,-1.0
983,89.5,84.0,84.5,80.83,84.33,85.0,85.45,82.64,1.0,2.0,1.0
984,89.5,85.67,84.5,83.33,84.33,85.5,85.45,84.45,1.0,1.0,0.0
985,89.5,80.0,84.5,75.17,84.33,75.75,85.45,75.91,1.0,3.0,1.0
986,89.5,85.0,84.5,80.33,84.33,83.75,85.45,82.45,1.0,2.0,-1.0
987,89.5,72.0,84.5,68.17,84.33,71.67,85.45,70.91,1.0,3.0,1.0
988,89.5,91.25,84.5,85.67,84.33,90.0,85.45,89.0,1.0,1.0,-1.0
989,89.5,91.67,84.5,87.5,84.33,88.5,85.45,89.09,1.0,1.0,-1.0
990,89.5,83.5,84.5,82.67,84.33,89.0,85.45,83.64,1.0,2.0,-1.0
991,89.5,77.5,84.5,74.83,84.33,78.33,85.45,76.91,1.0,3.0,1.0
